,Ant,Betweenness,Colony,Day,group_period1,group_period2,group_period3,group_period4
4462,Ant212,0.0009427589419240362,2,07,F,F, , 
4463,Ant210,0.0014283191902424075,2,07,N,N,C,C
4464,Ant458,0.004610892985362835,2,07,F, , , 
4465,Ant237,0.0015564890983875213,2,07,N,N,N,N
4466,Ant219,0.0012085442099512736,2,07,N,N, , 
4467,Ant68,0.0012249181298618688,2,07,F, , , 
4468,Ant400,0.0020224555549338296,2,07,N,N,N,N
4469,Ant161,0.0010292030897991699,2,07,N,N, , 
4470,Ant60,0.0015983725767237896,2,07,N,N,N,N
4471,Ant62,0.0014238944388151483,2,07,N,N, , 
4472,Ant63,0.0010945520796056892,2,07,N,N,C,C
4473,Ant65,0.0015707284357691172,2,07,C,C,C,C
4474,Ant604,0.0022129249908909056,2,07,C,C,C,C
4475,Ant607,0.00158796507509333,2,07,F,F, , 
4476,Ant610,0.00017415306609258263,2,07,N,C, , 
4477,Ant527,0.002197744171048113,2,07,C, , , 
4478,Ant289,0.0025801972672697187,2,07,C,F,C,C
4479,Ant80,0.001201070925668078,2,07,N, , , 
4480,Ant632,0.00021813960529765245,2,07,C,F, , 
4481,Ant172,0.0022391253096822844,2,07,F,C,C,C
4482,Ant170,0.0015170091019217748,2,07,N,N, , 
4483,Ant176,0.0019266733484067057,2,07,F,F,F,F
4484,Ant174,0.003013496147899768,2,07,N,N,N,N
4485,Ant207,0.0019870749275932155,2,07,N, , , 
4486,Ant206,0.0021457784869817888,2,07,N,N,N,N
4487,Ant202,0.00044024928403504,2,07,F,F,F,F
4488,Ant209,0.0014980885998100311,2,07,N,N,N,N
4489,Ant599,0.0011074466751493253,2,07,C,N,N,N
4490,Ant112,0.0018634886736429233,2,07,N,C, , 
4491,Ant38,0.001593246931762473,2,07,N,N, , 
4492,Ant638,0.000591107727002222,2,07,C,F,F,F
4493,Ant32,0.001065572578776626,2,07,N,N, , 
4494,Ant30,0.004504871018705764,2,07,N,N, , 
4495,Ant35,0.0012465482468678995,2,07,C,C,C,C
4496,Ant12,0.00034816037581501726,2,07,C,F, , 
4497,Ant178,0.0021049305940519622,2,07,C,F,C,C
4498,Ant232,0.0029996346981932447,2,07,C,C,C,C
4499,Ant109,0.0027507439178570976,2,07,C, , , 
4500,Ant433,0.002502854827778973,2,07,N, , , 
4501,Ant342,0.002249554639763365,2,07,N,N, , 
4502,Ant105,0.001626010401521223,2,07,N,N, , 
4503,Ant102,0.001454811422125401,2,07,N,N,N,N
4504,Ant437,0.0019499556828394909,2,07,N,C,C,C
4505,Ant100,0.005331710634990189,2,07,F, , , 
4506,Ant621,0.005771782399124437,2,08,C,C,N,N
4507,Ant665,0.0008227279604215907,2,08,,,,
4508,Ant356,0.0015356286040301191,2,08,N,N,N,N
4509,Ant540,0.006483921396506393,2,08,C,F, , 
4510,Ant227,0.00449833605166199,2,08,C,C,C,C
4511,Ant114,0.0015272586860717845,2,08,N,N, , 
4512,Ant220,0.0038257028848916633,2,08,F, , , 
4513,Ant195,0.0036245821122878837,2,08,C,C,C,C
4514,Ant191,0.005539810158120298,2,08,C, , , 
4515,Ant217,0.0002653560253989532,2,08,C,F, , 
4516,Ant492,0.0017585432965908625,2,08,N,N,N,N
4517,Ant324,0.0017272549143604312,2,08,N,N,C,C
4518,Ant329,0.0033500181148243087,2,08,F, , , 
4519,Ant650,0.0032760575929037476,2,08,,,,
4520,Ant556,0.0012482154738931266,2,08,N,N,N,N
4521,Ant552,0.0028507023302081894,2,08,N,N,N,N
4522,Ant252,0.001969505513910122,2,08,N, , , 
4523,Ant256,0.004320714519254893,2,08,F,F,C,C
4524,Ant257,0.0013294207663190937,2,08,N,N, , 
4525,Ant126,0.003606174214025516,2,08,F,C,C,C
4526,Ant26,0.0007451459511936695,2,08,N,N, , 
4527,Ant318,0.0014667413658586087,2,08,N, , , 
4528,Ant20,0.004654564778527816,2,08,F,F, , 
4529,Ant137,0.0011989498410197436,2,08,N,N,N,N
4530,Ant332,0.0014629268432709093,2,08,N,N,N,N
4531,Ant647,0.00011135127829642109,2,08,N,C, , 
4532,Ant560,0.0030127279831184965,2,08,N,N,N,N
4533,Ant564,0.0027554403532759034,2,08,F,F,C,C
4534,Ant243,0.0019678924382452666,2,08,F,F, , 
4535,Ant244,0.0018605211578251997,2,08,N,N,C,C
4536,Ant50,0.0014323848964695228,2,08,N,N,N,N
4537,Ant52,0.0004460329881214383,2,08,N,N,N,N
4538,Ant55,0.005419026423448738,2,08,C,F, , 
4539,Ant635,0.0011727278439101667,2,08,N, , , 
4540,Ant142,0.0014627250394367635,2,08,N, , , 
4541,Ant140,0.001990865089916535,2,08,C,C,C,C
4542,Ant147,0.00275565583992252,2,08,N,N,C,C
4543,Ant144,0.0017694874791461398,2,08,N,N, , 
4544,Ant305,0.0015977092054082047,2,08,C,C, , 
4545,Ant148,0.0008391259785462333,2,08,N,N,N,N
4546,Ant673,0.0027281498550393987,2,08,,,,
4547,Ant278,0.0015126671583492483,2,08,C, , , 
4548,Ant301,0.001650263392419998,2,08,N,N, , 
4549,Ant476,0.0014481383107267298,2,08,N,N,N,N
4550,Ant575,0.0019611671873488784,2,08,C,C, , 
4551,Ant502,0.004109623864993993,2,08,C,C,C,C
4552,Ant40,0.005439375276792872,2,08,C,F, , 
4553,Ant44,0.003330155749105602,2,08,N,N, , 
4554,Ant43,0.0009986095797469407,2,08,F,F, , 
4555,Ant580,0.0028372017323246047,2,08,C,C, , 
4556,Ant398,0.002152156819741269,2,08,F,F, , 
4557,Ant507,0.0021679556274658376,2,08,F,F, , 
4558,Ant262,0.0015198450160605198,2,08,C,C,C,C
4559,Ant260,0.003812819144701255,2,08,N,N, , 
4560,Ant265,0.0007136981538505787,2,08,C,C, , 
4561,Ant264,0.0026507676482000883,2,08,C,F, , 
4562,Ant313,0.0014904336104363685,2,08,N,N, , 
4563,Ant158,0.002879400586036811,2,08,C,C, , 
4564,Ant311,0.003690507919405914,2,08,N,C, , 
4565,Ant268,0.0014912242121815718,2,08,F,F,F,F
4566,Ant509,0.0019397030065773516,2,08,N,N, , 
4567,Ant395,0.001552010292357586,2,08,N,C, , 
4568,Ant394,0.0026442844882715723,2,08,N, , , 
4569,Ant5,0.002811190485510633,2,08,N,N, , 
4570,Ant7,0.001841361449790762,2,08,C,C, , 
4571,Ant6,0.0018255690037219073,2,08,N,N,C,C
4572,Ant0,0.0016141603977816153,2,08,N,N, , 
4573,Ant2,0.0015871547497783665,2,08,N,C,F,F
4574,Ant76,0.0025970138365311044,2,08,N, , , 
4575,Ant72,0.003531840058405673,2,08,F,F, , 
4576,Ant593,0.0019052999507412672,2,08,N,N,N,N
4577,Ant592,0.0008527283579304206,2,08,Q,Q,Q,Q
4578,Ant19,0.0024026104437146725,2,08,C,N,C,C
4579,Ant15,0.0021108740476189387,2,08,N,N,N,N
4580,Ant14,0.0037005782286231156,2,08,F,F, , 
4581,Ant12,7.126786808549355e-05,2,08,C,F, , 
4582,Ant97,0.0007216357578278609,2,08,N,N, , 
4583,Ant96,0.002175327762663887,2,08,N,N,C,C
4584,Ant91,0.002564612633888939,2,08,C, , , 
4585,Ant169,0.0030985953135936,2,08,N,N,N,N
4586,Ant298,0.0021471819823358873,2,08,N,N,N,N
4587,Ant299,0.0011402510647183462,2,08,N, , , 
4588,Ant296,0.0018960110972644057,2,08,N,N,C,C
4589,Ant294,0.0001324875997680898,2,08,C,F, , 
4590,Ant99,0.002571829275265786,2,08,N,N,N,N
4591,Ant98,0.002025375898652246,2,08,N,N,N,N
4592,Ant518,0.002365797933087535,2,08,C,C, , 
4593,Ant215,0.0008700162504181317,2,08,F,F, , 
4594,Ant212,0.0019180750518316002,2,08,F,F, , 
4595,Ant210,0.0029538650012088546,2,08,N,N,C,C
4596,Ant458,0.004478515166998692,2,08,F, , , 
4597,Ant109,0.0018513924685908643,2,08,C, , , 
4598,Ant219,0.0011298337387231768,2,08,N,N, , 
4599,Ant68,0.0029081262295743183,2,08,F, , , 
4600,Ant400,0.0024558071163161286,2,08,N,N,N,N
4601,Ant161,0.00107545760359705,2,08,N,N, , 
4602,Ant60,0.001077304140292109,2,08,N,N,N,N
4603,Ant62,0.0007644775742089548,2,08,N,N, , 
4604,Ant63,0.0012255281020469159,2,08,N,N,C,C
4605,Ant65,0.0025942585397536453,2,08,C,C,C,C
4606,Ant604,0.002463518977031565,2,08,C,C,C,C
4607,Ant607,0.0019902228432301973,2,08,F,F, , 
4608,Ant610,0.0002490605804767852,2,08,N,C, , 
4609,Ant178,0.001204113387861117,2,08,C,F,C,C
4610,Ant289,0.003880750466556555,2,08,C,F,C,C
4611,Ant80,0.00253071356294176,2,08,N, , , 
4612,Ant632,0.0009897523170422085,2,08,C,F, , 
4613,Ant172,0.0017331617382164363,2,08,F,C,C,C
4614,Ant170,0.002782359777183988,2,08,N,N, , 
4615,Ant176,0.002739793512122944,2,08,F,F,F,F
4616,Ant174,0.0028785054129768744,2,08,N,N,N,N
4617,Ant207,0.003065190295806792,2,08,N, , , 
4618,Ant206,0.0018532977161414335,2,08,N,N,N,N
4619,Ant202,0.0004632413091059031,2,08,F,F,F,F
4620,Ant209,0.001095702246539219,2,08,N,N,N,N
4621,Ant599,0.003996542505044526,2,08,C,N,N,N
4622,Ant112,0.0017342724313253511,2,08,N,C, , 
4623,Ant38,0.001936619321472297,2,08,N,N, , 
4624,Ant638,0.0010118949530178519,2,08,C,F,F,F
4625,Ant32,0.0013863878226677828,2,08,N,N, , 
4626,Ant30,0.0018584561258437923,2,08,N,N, , 
4627,Ant35,0.00170257673957985,2,08,C,C,C,C
4628,Ant232,0.0028099386648960134,2,08,C,C,C,C
4629,Ant237,0.0027577347036528773,2,08,N,N,N,N
4630,Ant433,0.002173604349564329,2,08,N, , , 
4631,Ant342,0.0026205902644150375,2,08,N,N, , 
4632,Ant105,0.0009282379949248042,2,08,N,N, , 
4633,Ant102,0.001957215791772851,2,08,N,N,N,N
4634,Ant437,0.0027140006850377174,2,08,N,C,C,C
4635,Ant100,0.0027922985297370835,2,08,F, , , 
4636,Ant527,0.0032902630818474484,2,08,C, , , 
4637,Ant621,0.001974190636269379,2,09,C,C,N,N
4638,Ant665,0.0008594789514685238,2,09,,,,
4639,Ant356,0.0010779197118940525,2,09,N,N,N,N
4640,Ant540,0.004654031738859281,2,09,C,F, , 
4641,Ant227,0.0026815004679798205,2,09,C,C,C,C
4642,Ant114,0.0010468495895544615,2,09,N,N, , 
4643,Ant112,0.002308507767538936,2,09,N,C, , 
4644,Ant195,0.001397006532394881,2,09,C,C,C,C
4645,Ant191,0.0030723211837211982,2,09,C, , , 
4646,Ant217,0.0006131227755522791,2,09,C,F, , 
4647,Ant492,0.0008521491935005078,2,09,N,N,N,N
4648,Ant324,0.00224404455874839,2,09,N,N,C,C
4649,Ant329,0.004821250340341032,2,09,F, , , 
4650,Ant650,0.001586208116935694,2,09,,,,
4651,Ant556,0.0010906136406159997,2,09,N,N,N,N
4652,Ant552,0.002028325593511117,2,09,N,N,N,N
4653,Ant252,0.0018476912244577695,2,09,N, , , 
4654,Ant256,0.0026766372885091514,2,09,F,F,C,C
4655,Ant257,0.001653262156781554,2,09,N,N, , 
4656,Ant126,0.00254488378041606,2,09,F,C,C,C
4657,Ant26,0.0006605674032342939,2,09,N,N, , 
4658,Ant260,0.002268961000812459,2,09,N,N, , 
4659,Ant20,0.0033868352032206048,2,09,F,F, , 
4660,Ant137,0.0009803758012600745,2,09,N,N,N,N
4661,Ant332,0.0013160383063683806,2,09,N,N,N,N
4662,Ant647,0.00015150921763291964,2,09,N,C, , 
4663,Ant560,0.0018368458569969822,2,09,N,N,N,N
4664,Ant564,0.0034728991999562757,2,09,F,F,C,C
4665,Ant243,0.0013057990636506432,2,09,F,F, , 
4666,Ant244,0.0024510232544433324,2,09,N,N,C,C
4667,Ant50,0.0016375236967555934,2,09,N,N,N,N
4668,Ant52,0.0006441039179292456,2,09,N,N,N,N
4669,Ant55,0.004563783857717176,2,09,C,F, , 
4670,Ant635,0.0012646521537113982,2,09,N, , , 
4671,Ant142,0.002006824220751016,2,09,N, , , 
4672,Ant140,0.002206859592960423,2,09,C,C,C,C
4673,Ant147,0.002667848544483859,2,09,N,N,C,C
4674,Ant144,0.0016595665797764154,2,09,N,N, , 
4675,Ant305,0.0012146385378317053,2,09,C,C, , 
4676,Ant148,0.0013912868381158988,2,09,N,N,N,N
4677,Ant673,0.0019152176004477845,2,09,,,,
4678,Ant278,0.001384207081737104,2,09,C, , , 
4679,Ant301,0.00109304698256776,2,09,N,N, , 
4680,Ant476,0.0008072367549521029,2,09,N,N,N,N
4681,Ant575,0.0013496113540169131,2,09,C,C, , 
4682,Ant43,0.004148758740867036,2,09,F,F, , 
4683,Ant40,0.0049154082071916835,2,09,C,F, , 
4684,Ant44,0.0025830731310589293,2,09,N,N, , 
4685,Ant580,0.002741973015282414,2,09,C,C, , 
4686,Ant398,0.0020896303463674984,2,09,F,F, , 
4687,Ant507,0.0027414732116710387,2,09,F,F, , 
4688,Ant262,0.0011331376968592643,2,09,C,C,C,C
4689,Ant318,0.0020109507232250992,2,09,N, , , 
4690,Ant265,0.0013317901371663558,2,09,C,C, , 
4691,Ant264,0.005216945672289036,2,09,C,F, , 
4692,Ant313,0.0016997447973718088,2,09,N,N, , 
4693,Ant158,0.0037654314403771033,2,09,C,C, , 
4694,Ant311,0.002892805327496707,2,09,N,C, , 
4695,Ant268,0.002235889727730543,2,09,F,F,F,F
4696,Ant509,0.001994843064497534,2,09,N,N, , 
4697,Ant395,0.0015176257698104661,2,09,N,C, , 
4698,Ant394,0.002664868604280578,2,09,N, , , 
4699,Ant5,0.0018756504235307417,2,09,N,N, , 
4700,Ant7,0.00234134430024423,2,09,C,C, , 
4701,Ant6,0.0022777364603096427,2,09,N,N,C,C
4702,Ant0,0.0013972699595412759,2,09,N,N, , 
4703,Ant2,0.001469093115137838,2,09,N,C,F,F
4704,Ant76,0.002266388967698496,2,09,N, , , 
4705,Ant72,0.0031688348637436913,2,09,F,F, , 
4706,Ant593,0.0026546936339467927,2,09,N,N,N,N
4707,Ant592,0.000455858119975748,2,09,Q,Q,Q,Q
4708,Ant19,0.0023819100107838487,2,09,C,N,C,C
4709,Ant15,0.0018131699936370107,2,09,N,N,N,N
4710,Ant14,0.0032186239325799047,2,09,F,F, , 
4711,Ant502,0.0033641939056192668,2,09,C,C,C,C
4712,Ant97,0.0018926467442631125,2,09,N,N, , 
4713,Ant96,0.0009062371670547586,2,09,N,N,C,C
4714,Ant91,0.0021739757781382356,2,09,C, , , 
4715,Ant169,0.0020646525959268813,2,09,N,N,N,N
4716,Ant298,0.0028520127578204875,2,09,N,N,N,N
4717,Ant299,0.0006478598238381454,2,09,N, , , 
4718,Ant296,0.001235509145985156,2,09,N,N,C,C
4719,Ant220,0.0023678707051075438,2,09,F, , , 
4720,Ant294,0.0005433054365664389,2,09,C,F, , 
4721,Ant99,0.0015772119467163382,2,09,N,N,N,N
4722,Ant98,0.001673130016042913,2,09,N,N,N,N
4723,Ant518,0.0018127689652310793,2,09,C,C, , 
4724,Ant215,0.0009068951720369335,2,09,F,F, , 
4725,Ant212,0.0015770446173104876,2,09,F,F, , 
4726,Ant210,0.002141842507334869,2,09,N,N,C,C
4727,Ant458,0.004268730162692006,2,09,F, , , 
4728,Ant237,0.0014638645753839825,2,09,N,N,N,N
4729,Ant219,0.001645858278384997,2,09,N,N, , 
4730,Ant68,0.0023603149234245452,2,09,F, , , 
4731,Ant400,0.0031020395477307926,2,09,N,N,N,N
4732,Ant161,0.0017456816131786149,2,09,N,N, , 
4733,Ant60,0.001972431487823188,2,09,N,N,N,N
4734,Ant62,0.0008936049583085061,2,09,N,N, , 
4735,Ant63,0.0007991993514202728,2,09,N,N,C,C
4736,Ant65,0.0008522362695354745,2,09,C,C,C,C
4737,Ant604,0.0017447935171625965,2,09,C,C,C,C
4738,Ant607,0.0019099343685148192,2,09,F,F, , 
4739,Ant610,0.000557978091796607,2,09,N,C, , 
4740,Ant178,0.0019400220803750632,2,09,C,F,C,C
4741,Ant289,0.002700117252381528,2,09,C,F,C,C
4742,Ant80,0.0016835021443237007,2,09,N, , , 
4743,Ant632,0.0004947426394454604,2,09,C,F, , 
4744,Ant172,0.0019461713804473778,2,09,F,C,C,C
4745,Ant170,0.002449451807240579,2,09,N,N, , 
4746,Ant176,4.2903394893726747e-05,2,09,F,F,F,F
4747,Ant174,0.0026508583526605144,2,09,N,N,N,N
4748,Ant207,0.001885716903337781,2,09,N, , , 
4749,Ant206,0.0019301772984384555,2,09,N,N,N,N
4750,Ant202,0.000549399630029336,2,09,F,F,F,F
4751,Ant209,0.001410613569110583,2,09,N,N,N,N
4752,Ant599,0.002052941137602563,2,09,C,N,N,N
4753,Ant38,0.003161812209379907,2,09,N,N, , 
4754,Ant638,0.0008048484275453443,2,09,C,F,F,F
4755,Ant32,0.0018378351167552297,2,09,N,N, , 
4756,Ant30,0.0024407181254204858,2,09,N,N, , 
4757,Ant35,0.0021015925557079963,2,09,C,C,C,C
4758,Ant12,3.879978554003196e-05,2,09,C,F, , 
4759,Ant232,0.0014581345193593466,2,09,C,C,C,C
4760,Ant109,0.0018239823729854314,2,09,C, , , 
4761,Ant433,0.0023896644004346304,2,09,N, , , 
4762,Ant342,0.0016681840822040186,2,09,N,N, , 
4763,Ant105,0.0015242175131425905,2,09,N,N, , 
4764,Ant102,0.001288645979568049,2,09,N,N,N,N
4765,Ant437,0.0011875016678421168,2,09,N,C,C,C
4766,Ant100,0.002492438042073933,2,09,F, , , 
4767,Ant527,0.002536653082840172,2,09,C, , , 
4768,Ant621,0.002277967537768801,2,10,C,C,N,N
4769,Ant665,0.00045732277453182433,2,10,,,,
4770,Ant356,0.002533710870339602,2,10,N,N,N,N
4771,Ant540,6.33507127143047e-05,2,10,C,F, , 
4772,Ant227,0.0034729909480476903,2,10,C,C,C,C
4773,Ant114,0.0015364829114925542,2,10,N,N, , 
4774,Ant112,0.0009168700945196866,2,10,N,C, , 
4775,Ant195,0.0025951093315424814,2,10,C,C,C,C
4776,Ant191,0.008333429018260096,2,10,C, , , 
4777,Ant217,0.0002260301970415546,2,10,C,F, , 
4778,Ant492,0.0017843257721270331,2,10,N,N,N,N
4779,Ant324,0.0024345638981422965,2,10,N,N,C,C
4780,Ant329,0.0050804360189954335,2,10,F, , , 
4781,Ant650,0.0017960978579665853,2,10,,,,
4782,Ant556,0.000977677340553924,2,10,N,N,N,N
4783,Ant552,0.0020507459705299555,2,10,N,N,N,N
4784,Ant252,0.0012890808830709531,2,10,N, , , 
4785,Ant256,0.003760052784205138,2,10,F,F,C,C
4786,Ant257,0.0013759689721464978,2,10,N,N, , 
4787,Ant126,0.004580024181374837,2,10,F,C,C,C
4788,Ant26,0.002115475464990052,2,10,N,N, , 
4789,Ant318,0.0013440659963271835,2,10,N, , , 
4790,Ant20,0.008890230679995073,2,10,F,F, , 
4791,Ant137,0.0016776982520702833,2,10,N,N,N,N
4792,Ant332,0.001116177040023726,2,10,N,N,N,N
4793,Ant647,1.427688798350627e-05,2,10,N,C, , 
4794,Ant560,0.0008891626257730427,2,10,N,N,N,N
4795,Ant268,0.0027363496020311392,2,10,F,F,F,F
4796,Ant564,0.0038591223614304134,2,10,F,F,C,C
4797,Ant243,0.00599919395450036,2,10,F,F, , 
4798,Ant244,0.00136039755805503,2,10,N,N,C,C
4799,Ant50,0.001882120882304497,2,10,N,N,N,N
4800,Ant52,0.0014618164665276586,2,10,N,N,N,N
4801,Ant55,0.011096030379486957,2,10,C,F, , 
4802,Ant635,0.0015878856554134373,2,10,N, , , 
4803,Ant142,0.0009233485086693448,2,10,N, , , 
4804,Ant140,0.001623579551387482,2,10,C,C,C,C
4805,Ant147,0.003480518860368549,2,10,N,N,C,C
4806,Ant144,0.0013951257713478726,2,10,N,N, , 
4807,Ant305,0.0020060810593878074,2,10,C,C, , 
4808,Ant148,0.0007932894776704372,2,10,N,N,N,N
4809,Ant673,0.0017211354089403659,2,10,,,,
4810,Ant278,0.0013851692208072836,2,10,C, , , 
4811,Ant301,0.002374440313551908,2,10,N,N, , 
4812,Ant476,0.0010430968913545896,2,10,N,N,N,N
4813,Ant575,0.002084714792905625,2,10,C,C, , 
4814,Ant502,0.002589471039564773,2,10,C,C,C,C
4815,Ant40,0.008942104442704202,2,10,C,F, , 
4816,Ant44,0.003115658104490626,2,10,N,N, , 
4817,Ant43,0.006132256330149167,2,10,F,F, , 
4818,Ant580,0.003228125501703897,2,10,C,C, , 
4819,Ant398,0.002745974547805625,2,10,F,F, , 
4820,Ant507,0.002519474940073616,2,10,F,F, , 
4821,Ant262,0.0006162726917936093,2,10,C,C,C,C
4822,Ant260,0.005747996331654594,2,10,N,N, , 
4823,Ant265,0.0011752791136132436,2,10,C,C, , 
4824,Ant264,0.011549109771535539,2,10,C,F, , 
4825,Ant313,0.001834608374364658,2,10,N,N, , 
4826,Ant158,0.002875194411600243,2,10,C,C, , 
4827,Ant311,0.005593608226561214,2,10,N,C, , 
4828,Ant220,0.006280867072171621,2,10,F, , , 
4829,Ant509,0.0012312201053479772,2,10,N,N, , 
4830,Ant395,0.001585270150317145,2,10,N,C, , 
4831,Ant394,0.002123364830037377,2,10,N, , , 
4832,Ant5,0.0019340512315193827,2,10,N,N, , 
4833,Ant7,0.0020551981630946192,2,10,C,C, , 
4834,Ant6,0.0013431327217658592,2,10,N,N,C,C
4835,Ant0,0.0033455085400434298,2,10,N,N, , 
4836,Ant2,0.0019169689180281635,2,10,N,C,F,F
4837,Ant76,0.0030564075859827464,2,10,N, , , 
4838,Ant72,0.003661644676558767,2,10,F,F, , 
4839,Ant593,0.0026747388724039844,2,10,N,N,N,N
4840,Ant592,0.0002559376916226938,2,10,Q,Q,Q,Q
4841,Ant19,0.002771682058693056,2,10,C,N,C,C
4842,Ant15,0.0025095858418674286,2,10,N,N,N,N
4843,Ant14,0.0063842484715496825,2,10,F,F, , 
4844,Ant12,7.493704311980569e-05,2,10,C,F, , 
4845,Ant97,0.0015188252749005241,2,10,N,N, , 
4846,Ant96,0.0016952165372253428,2,10,N,N,C,C
4847,Ant91,1.4821518530275745e-05,2,10,C, , , 
4848,Ant169,0.002396114606338035,2,10,N,N,N,N
4849,Ant298,0.0007276169054276401,2,10,N,N,N,N
4850,Ant299,0.0008636206216760527,2,10,N, , , 
4851,Ant296,0.002633324115781469,2,10,N,N,C,C
4852,Ant294,0.0009281654520352748,2,10,C,F, , 
4853,Ant99,0.0016458052146992755,2,10,N,N,N,N
4854,Ant98,0.003024677438449524,2,10,N,N,N,N
4855,Ant518,0.002714794248701368,2,10,C,C, , 
4856,Ant215,0.00015481149559681582,2,10,F,F, , 
4857,Ant212,0.0031425496400222137,2,10,F,F, , 
4858,Ant210,0.002168776707702588,2,10,N,N,C,C
4859,Ant458,0.01165845426099905,2,10,F, , , 
4860,Ant237,0.0015717300460174853,2,10,N,N,N,N
4861,Ant219,0.0011796443078477957,2,10,N,N, , 
4862,Ant68,0.005155820005377641,2,10,F, , , 
4863,Ant400,0.002390132951300223,2,10,N,N,N,N
4864,Ant161,0.001541276207810627,2,10,N,N, , 
4865,Ant60,0.001449069398563081,2,10,N,N,N,N
4866,Ant62,0.0006626570981754728,2,10,N,N, , 
4867,Ant63,0.001183239156697869,2,10,N,N,C,C
4868,Ant65,0.0006723515716380708,2,10,C,C,C,C
4869,Ant604,0.0014285645159248647,2,10,C,C,C,C
4870,Ant607,0.007078324216649884,2,10,F,F, , 
4871,Ant610,0.0008979171877785875,2,10,N,C, , 
4872,Ant527,0.0025161137286346716,2,10,C, , , 
4873,Ant289,0.003371566446395527,2,10,C,F,C,C
4874,Ant80,0.003900324016040839,2,10,N, , , 
4875,Ant632,0.0026064293666681125,2,10,C,F, , 
4876,Ant172,0.001814416066370918,2,10,F,C,C,C
4877,Ant170,0.0014817969543365003,2,10,N,N, , 
4878,Ant176,0.00021700868276743743,2,10,F,F,F,F
4879,Ant174,0.0020559019328497802,2,10,N,N,N,N
4880,Ant207,0.0023809927261931956,2,10,N, , , 
4881,Ant206,0.001967734686694045,2,10,N,N,N,N
4882,Ant202,0.0011735504177102618,2,10,F,F,F,F
4883,Ant209,0.001938991764348424,2,10,N,N,N,N
4884,Ant599,0.002765149890721049,2,10,C,N,N,N
4885,Ant38,0.0015875232080496922,2,10,N,N, , 
4886,Ant638,0.002823943800214245,2,10,C,F,F,F
4887,Ant32,0.003735377731743794,2,10,N,N, , 
4888,Ant30,0.0028287563717503414,2,10,N,N, , 
4889,Ant35,0.00252185439556513,2,10,C,C,C,C
4890,Ant178,0.0003365275901182576,2,10,C,F,C,C
4891,Ant232,0.0029539537677270673,2,10,C,C,C,C
4892,Ant109,0.002902281123011739,2,10,C, , , 
4893,Ant433,0.002687183351744171,2,10,N, , , 
4894,Ant342,0.002556909501208136,2,10,N,N, , 
4895,Ant105,0.001832496091570795,2,10,N,N, , 
4896,Ant102,0.002512475178254417,2,10,N,N,N,N
4897,Ant437,0.0021245981066763836,2,10,N,C,C,C
4898,Ant100,0.0039774807375159635,2,10,F, , , 
4899,Ant621,0.0038497475612241003,2,11,C,C,N,N
4900,Ant665,0.0020278157231948903,2,11,,,,
4901,Ant356,0.0002465639446875004,2,11,N,N,N,N
4902,Ant540,7.879019018204207e-05,2,11,C,F, , 
4903,Ant227,0.0033337744280613137,2,11,C,C,C,C
4904,Ant114,0.0022635414194550597,2,11,N,N, , 
4905,Ant112,0.0022265270689163117,2,11,N,C, , 
4906,Ant195,0.00332272942965951,2,11,C,C,C,C
4907,Ant191,0.00619832530329567,2,11,C, , , 
4908,Ant217,0.0029121182876738066,2,11,C,F, , 
4909,Ant492,0.0022233747473762713,2,11,N,N,N,N
4910,Ant324,0.0015841596971970877,2,11,N,N,C,C
4911,Ant329,0.007295731558496791,2,11,F, , , 
4912,Ant650,0.0023904136924188706,2,11,,,,
4913,Ant556,0.0006430762659331636,2,11,N,N,N,N
4914,Ant552,0.004086369885070844,2,11,N,N,N,N
4915,Ant252,0.0010845831916545818,2,11,N, , , 
4916,Ant256,0.0023025228628829534,2,11,F,F,C,C
4917,Ant257,0.0019201694367140141,2,11,N,N, , 
4918,Ant126,0.00605348121479299,2,11,F,C,C,C
4919,Ant26,0.0009824079544656311,2,11,N,N, , 
4920,Ant318,0.00109781663856011,2,11,N, , , 
4921,Ant20,0.003469886433135578,2,11,F,F, , 
4922,Ant137,0.0019084303027006536,2,11,N,N,N,N
4923,Ant332,0.0016866917650912607,2,11,N,N,N,N
4924,Ant647,0.0003526452623462006,2,11,N,C, , 
4925,Ant560,0.0013070239802529522,2,11,N,N,N,N
4926,Ant268,0.0023555640526985405,2,11,F,F,F,F
4927,Ant564,0.003324503747682619,2,11,F,F,C,C
4928,Ant243,0.005384048265647141,2,11,F,F, , 
4929,Ant244,0.0035891094698074742,2,11,N,N,C,C
4930,Ant50,0.001827797490137612,2,11,N,N,N,N
4931,Ant52,0.0015065156449917169,2,11,N,N,N,N
4932,Ant55,0.005990665862096907,2,11,C,F, , 
4933,Ant635,0.0017578958307291506,2,11,N, , , 
4934,Ant142,0.0027516012247290884,2,11,N, , , 
4935,Ant140,0.0017238316172083162,2,11,C,C,C,C
4936,Ant147,0.00148388242434348,2,11,N,N,C,C
4937,Ant144,0.0024488544319611204,2,11,N,N, , 
4938,Ant305,0.0021263313494683505,2,11,C,C, , 
4939,Ant148,0.0011847601957176088,2,11,N,N,N,N
4940,Ant673,0.0018088184633508456,2,11,,,,
4941,Ant278,0.0019183254904457411,2,11,C, , , 
4942,Ant301,0.001240304552858104,2,11,N,N, , 
4943,Ant476,0.0017329752062402563,2,11,N,N,N,N
4944,Ant575,0.0018378946638660525,2,11,C,C, , 
