,Ant,Betweenness,Colony,Day,group_period1,group_period2,group_period3,group_period4
12233,Ant20,0.005176235369789133,3,35,N,N,C,C
12234,Ant23,0.0031797749029707713,3,35,N,N,N,N
12235,Ant482,0.00385872861563996,3,35,C,C,F,F
12236,Ant137,0.0006033052096222357,3,35,N,N,N,N
12237,Ant334,0.0026000220459120585,3,35,N,N,N,N
12238,Ant560,0.0012032564540361641,3,35,C,F,F,F
12239,Ant564,0.0007200316462429331,3,35,N,N,N,N
12240,Ant243,0.012883454562113155,3,35,C,C,F,F
12241,Ant242,0.00200745788353043,3,35,N,N,N,N
12242,Ant245,6.163177660948564e-05,3,35,C,C,C,C
12243,Ant244,0.001024086143847099,3,35,N,N,N,N
12244,Ant51,0.003931685873161233,3,35,C,F,C,C
12245,Ant53,0.007897338251735636,3,35,N,N,N,N
12246,Ant52,0.00432205012376728,3,35,C,C,F,F
12247,Ant54,0.0015166102753810518,3,35,C,F,F,F
12248,Ant9,0.0037171910612842033,3,35,N,N,F,F
12249,Ant673,0.002242947571737912,3,35,C,F,F,F
12250,Ant301,0.00392377104073043,3,35,N,N,C,C
12251,Ant476,0.0028942658078344044,3,35,F,F,F,F
12252,Ant475,0.004401911011201258,3,35,F,F,F,F
12253,Ant380,0.003807597146941813,3,35,F,F,F,F
12254,Ant540,0.0026576188004132062,3,35,N,N,N,N
12255,Ant115,0.004557273805770537,3,35,N,N,N,N
12256,Ant576,0.0032289726090474822,3,35,N,N,N,N
12257,Ant43,0.002390289271603354,3,35,N,N,N,N
12258,Ant48,0.007549631588709942,3,35,F,F,F,F
12259,Ant580,0.000685625732527124,3,35,N,N,N,N
12260,Ant398,0.008546130199582393,3,35,N,N,N,N
12261,Ant663,0.008796605070592748,3,35,,,,
12262,Ant954,0.00433900472223753,3,35,,,,
12263,Ant260,0.004610118551991152,3,35,F,F,F,F
12264,Ant264,0.0035306563564501195,3,35,N,N,N,N
12265,Ant159,0.004441129695999416,3,35,N,N,C,C
12266,Ant158,0.0038825711756188762,3,35,N,N,N,N
12267,Ant112,0.0048017222823751845,3,35,C,F,F,F
12268,Ant390,0.0028244472508037128,3,35,N,N,C,C
12269,Ant397,0.004709757388436122,3,35,F,C,C,C
12270,Ant4,0.004494835636051978,3,35,F,F,F,F
12271,Ant6,0.0004141713116705553,3,35,F,F,F,F
12272,Ant1,0.0055583884969484885,3,35,C,C,F,F
12273,Ant0,0.0011835155751305755,3,35,F,F,F,F
12274,Ant74,0.002195627179065934,3,35,N,N,N,N
12275,Ant72,0.003442737323975943,3,35,N,N,N,N
12276,Ant71,0.004545448608062472,3,35,N,N,N,N
12277,Ant70,0.005759828118889064,3,35,C,F,F,F
12278,Ant610,0.0017067689824336856,3,35,N,N,N,N
12279,Ant614,0.0046822043069363484,3,35,N,N,N,N
12280,Ant17,0.0008267276421539986,3,35,N,N,N,N
12281,Ant13,0.0016802110733110972,3,35,N,N,N,N
12282,Ant12,0.008539261392234007,3,35,F,F,C,C
12283,Ant97,0.013197995593295705,3,35,N,N,N,N
12284,Ant96,0.0024155365425019663,3,35,N,N,C,C
12285,Ant331,0.003647998242294164,3,35,C,N,F,F
12286,Ant215,0.009115824504351238,3,35,F,F,F,F
12287,Ant124,0.00010320414720226879,3,35,C,C,F,F
12288,Ant219,0.003931178579742584,3,35,N,N,N,N
12289,Ant60,0.005869855901922552,3,35,N,N,C,C
12290,Ant62,0.0022460040873186348,3,35,N,N,N,N
12291,Ant604,0.0014801316466501622,3,35,Q,Q,Q,Q
12292,Ant607,0.002897609129848112,3,35,N,N,N,N
12293,Ant178,0.001591936670134511,3,35,N,N,N,N
12294,Ant289,0.00154038049484907,3,35,N,N,N,N
12295,Ant81,0.0017129257270632942,3,35,F,F,F,F
12296,Ant172,0.0045689540785401285,3,35,N,N,C,C
12297,Ant175,0.003659081026014477,3,35,N,N,F,F
12298,Ant206,0.003535339230699747,3,35,N,N,N,N
12299,Ant30,0.006266392243886334,3,35,N,N,N,N
12300,Ant35,0.0038251550004906954,3,35,N,N,N,N
12301,Ant109,0.0014707828648655235,3,35,C,C,F,F
12302,Ant342,0.0028019127801625614,3,35,F,F,F,F
12303,Ant105,0.00851804567202914,3,35,N,N,N,N
12304,Ant102,0.001269692182356824,3,35,F,F,C,C
12305,Ant347,0.00020669995503130563,3,35,N,N,N,N
12306,Ant186,0.004809774298000761,3,35,C,F,F,F
12307,Ant621,0.0017827608502687037,3,36,F,F,F,F
12308,Ant229,0.004979047727533394,3,36,C,N,C,C
12309,Ant227,0.0063259304831956705,3,36,C,C,C,C
12310,Ant117,0.002746684261270403,3,36,F,F,F,F
12311,Ant111,0.0022654678391036687,3,36,C,C,F,F
12312,Ant220,0.002927795130888736,3,36,C,N,N,N
12313,Ant194,0.004341541445318683,3,36,C,C,F,F
12314,Ant196,0.006678245469671499,3,36,F,F,F,F
12315,Ant191,0.003930687755641544,3,36,N,N,N,N
12316,Ant190,0.0023761876398583678,3,36,F,C,C,C
12317,Ant324,0.0014598979704702284,3,36,C,N,N,N
12318,Ant329,0.0010605321590070264,3,36,N,N,N,N
12319,Ant650,0.0007961914565291108,3,36,F,F,F,F
12320,Ant556,0.004328353866246313,3,36,N,N,F,F
12321,Ant252,0.005869119258200556,3,36,F,F,F,F
12322,Ant251,0.00036111998403965827,3,36,F,F,F,F
12323,Ant124,0.0022575588978805457,3,36,C,C,F,F
12324,Ant126,0.00663640137742844,3,36,C,C,F,F
12325,Ant26,0.004536358631287514,3,36,F,F,F,F
12326,Ant27,0.003606250495758654,3,36,C,F,F,F
12327,Ant20,0.006431219614934188,3,36,N,N,C,C
12328,Ant23,0.003194318825533898,3,36,N,N,N,N
12329,Ant482,0.004170109473257159,3,36,C,C,F,F
12330,Ant137,0.0015886306114924007,3,36,N,N,N,N
12331,Ant256,0.0032157609436962854,3,36,F,F,F,F
12332,Ant334,0.001843514906282084,3,36,N,N,N,N
12333,Ant560,0.002752369269150841,3,36,C,F,F,F
12334,Ant564,0.0010491704090860288,3,36,N,N,N,N
12335,Ant243,0.005417808466260598,3,36,C,C,F,F
12336,Ant242,0.0016641478340627697,3,36,N,N,N,N
12337,Ant245,9.722405240901699e-05,3,36,C,C,C,C
12338,Ant244,0.001210058398205896,3,36,N,N,N,N
12339,Ant51,0.004083757713563096,3,36,C,F,C,C
12340,Ant53,0.0032091620805631722,3,36,N,N,N,N
12341,Ant52,0.003274712810095177,3,36,C,C,F,F
12342,Ant54,0.0020989438345599644,3,36,C,F,F,F
12343,Ant9,0.004147902701991891,3,36,N,N,F,F
12344,Ant673,0.0016782050707255807,3,36,C,F,F,F
12345,Ant301,0.005178527835771289,3,36,N,N,C,C
12346,Ant476,0.004535365657726071,3,36,F,F,F,F
12347,Ant475,0.0012067330252050542,3,36,F,F,F,F
12348,Ant380,0.0034170819983659582,3,36,F,F,F,F
12349,Ant540,0.0036596249278407172,3,36,N,N,N,N
12350,Ant576,0.0030898387487253705,3,36,N,N,N,N
12351,Ant115,0.0034075222587986063,3,36,N,N,N,N
12352,Ant48,0.005548412042909113,3,36,F,F,F,F
12353,Ant580,0.0008089608539395194,3,36,N,N,N,N
12354,Ant398,0.002473806539553694,3,36,N,N,N,N
12355,Ant663,0.005520188778912393,3,36,,,,
12356,Ant954,0.0038678612611289546,3,36,,,,
12357,Ant260,0.009635911843180222,3,36,F,F,F,F
12358,Ant264,0.002938838170587125,3,36,N,N,N,N
12359,Ant159,0.003362997835698217,3,36,N,N,C,C
12360,Ant158,0.0014157428958746652,3,36,N,N,N,N
12361,Ant112,0.0038275107355571713,3,36,C,F,F,F
12362,Ant390,0.0022035283593404603,3,36,N,N,C,C
12363,Ant397,0.004955234159438586,3,36,F,C,C,C
12364,Ant4,0.0005281165807106648,3,36,F,F,F,F
12365,Ant6,0.0018673232398976989,3,36,F,F,F,F
12366,Ant1,0.006362261528504011,3,36,C,C,F,F
12367,Ant0,0.0020638052141368334,3,36,F,F,F,F
12368,Ant74,0.0015752060720375441,3,36,N,N,N,N
12369,Ant72,0.0035004690890904277,3,36,N,N,N,N
12370,Ant71,0.0027397009533178755,3,36,N,N,N,N
12371,Ant70,0.0046498275268613415,3,36,C,F,F,F
12372,Ant610,0.0028510225982046646,3,36,N,N,N,N
12373,Ant614,0.002171130519584638,3,36,N,N,N,N
12374,Ant17,0.0031144806681364396,3,36,N,N,N,N
12375,Ant13,0.0038241521854796077,3,36,N,N,N,N
12376,Ant12,0.003501137498918908,3,36,F,F,C,C
12377,Ant97,0.008079457833245337,3,36,N,N,N,N
12378,Ant96,0.005925159009749593,3,36,N,N,C,C
12379,Ant331,0.0032531569704453665,3,36,C,N,F,F
12380,Ant215,0.007082561934039962,3,36,F,F,F,F
12381,Ant219,0.002563517322280605,3,36,N,N,N,N
12382,Ant60,0.005644270623627022,3,36,N,N,C,C
12383,Ant62,0.004282953867786342,3,36,N,N,N,N
12384,Ant604,0.0008528866011683928,3,36,Q,Q,Q,Q
12385,Ant607,0.0020337844143629696,3,36,N,N,N,N
12386,Ant178,0.0019971357156162916,3,36,N,N,N,N
12387,Ant289,0.0017728553465234526,3,36,N,N,N,N
12388,Ant81,0.006311693041103167,3,36,F,F,F,F
12389,Ant172,0.006286071106855757,3,36,N,N,C,C
12390,Ant175,0.002670842974561918,3,36,N,N,F,F
12391,Ant206,0.001965978258054518,3,36,N,N,N,N
12392,Ant43,0.0015159649105822453,3,36,N,N,N,N
12393,Ant30,0.004465473758551283,3,36,N,N,N,N
12394,Ant35,0.0019050206080000551,3,36,N,N,N,N
12395,Ant109,0.004306335539236319,3,36,C,C,F,F
12396,Ant342,0.002929849111789222,3,36,F,F,F,F
12397,Ant105,0.006238054126489358,3,36,N,N,N,N
12398,Ant102,7.260220851750823e-05,3,36,F,F,C,C
12399,Ant347,0.00037281314866596213,3,36,N,N,N,N
12400,Ant186,0.0012078340553613514,3,36,C,F,F,F
12401,Ant621,0.00454028184534045,3,37,F,F,F,F
12402,Ant540,0.002883332569134121,3,37,N,N,N,N
12403,Ant227,0.003976373124744851,3,37,C,C,C,C
12404,Ant117,0.0055773372932126425,3,37,F,F,F,F
12405,Ant111,0.0016267476683537283,3,37,C,C,F,F
12406,Ant220,0.002710912594933277,3,37,C,N,N,N
12407,Ant194,0.003465006746848284,3,37,C,C,F,F
12408,Ant196,0.010460897910254799,3,37,F,F,F,F
12409,Ant191,0.004474711694546853,3,37,N,N,N,N
12410,Ant190,0.0019267276888906212,3,37,F,C,C,C
12411,Ant518,0.0,3,37,F,F,C,C
12412,Ant324,0.0020773277977466503,3,37,C,N,N,N
12413,Ant329,0.005132408314233239,3,37,N,N,N,N
12414,Ant650,7.410520049549373e-05,3,37,F,F,F,F
12415,Ant556,0.0030324209330119404,3,37,N,N,F,F
12416,Ant252,0.009173804842414918,3,37,F,F,F,F
12417,Ant251,0.0018868456994305686,3,37,F,F,F,F
12418,Ant256,0.00237109207545621,3,37,F,F,F,F
12419,Ant126,0.00811648833728692,3,37,C,C,F,F
12420,Ant26,0.0023937300017160346,3,37,F,F,F,F
12421,Ant27,0.004427082725659396,3,37,C,F,F,F
12422,Ant20,0.004492207386778228,3,37,N,N,C,C
12423,Ant23,0.00216894811657969,3,37,N,N,N,N
12424,Ant482,9.71978334525493e-05,3,37,C,C,F,F
12425,Ant331,0.003215705208152659,3,37,C,N,F,F
12426,Ant334,0.003652472440992412,3,37,N,N,N,N
12427,Ant560,0.0030091941265181824,3,37,C,F,F,F
12428,Ant564,0.0009995868570155594,3,37,N,N,N,N
12429,Ant243,0.007120287182195777,3,37,C,C,F,F
12430,Ant242,0.003357095228512605,3,37,N,N,N,N
12431,Ant245,5.760185590841064e-05,3,37,C,C,C,C
12432,Ant244,0.0013071583611832121,3,37,N,N,N,N
12433,Ant51,0.004266874545333623,3,37,C,F,C,C
12434,Ant53,0.004889198170276749,3,37,N,N,N,N
12435,Ant52,0.004630463922133943,3,37,C,C,F,F
12436,Ant54,0.0029924561974595055,3,37,C,F,F,F
12437,Ant9,0.0034390072866542524,3,37,N,N,F,F
12438,Ant673,0.003756827921020438,3,37,C,F,F,F
12439,Ant301,0.003312239603489312,3,37,N,N,C,C
12440,Ant476,0.003351417523425872,3,37,F,F,F,F
12441,Ant475,0.004931125020666912,3,37,F,F,F,F
12442,Ant380,0.003179918530898316,3,37,F,F,F,F
12443,Ant229,0.0032020305589224815,3,37,C,N,C,C
12444,Ant576,0.003165476392164394,3,37,N,N,N,N
12445,Ant115,0.00413139534372286,3,37,N,N,N,N
12446,Ant48,0.003596913294143101,3,37,F,F,F,F
12447,Ant580,0.0009400231011451928,3,37,N,N,N,N
12448,Ant398,0.0030509186624184718,3,37,N,N,N,N
12449,Ant663,0.007803248601165142,3,37,,,,
12450,Ant954,0.002899090637960434,3,37,,,,
12451,Ant260,0.008564796563011498,3,37,F,F,F,F
12452,Ant264,0.0023266168357119863,3,37,N,N,N,N
12453,Ant159,0.0031106692401818487,3,37,N,N,C,C
12454,Ant158,0.0023628851319443265,3,37,N,N,N,N
12455,Ant112,0.0041747965545250645,3,37,C,F,F,F
12456,Ant390,0.002113370591602283,3,37,N,N,C,C
12457,Ant397,0.0029061767900210207,3,37,F,C,C,C
12458,Ant4,0.00022692434382814606,3,37,F,F,F,F
12459,Ant6,0.0005558781490558807,3,37,F,F,F,F
12460,Ant1,0.0058956809506414565,3,37,C,C,F,F
12461,Ant0,0.0025692005561162336,3,37,F,F,F,F
12462,Ant74,0.001271078948168409,3,37,N,N,N,N
12463,Ant72,0.023835482145957026,3,37,N,N,N,N
12464,Ant71,0.0014877037766263506,3,37,N,N,N,N
12465,Ant70,0.003020708693094818,3,37,C,F,F,F
12466,Ant610,0.0025130518383789545,3,37,N,N,N,N
12467,Ant614,0.003825816693541173,3,37,N,N,N,N
12468,Ant17,0.004765030385181102,3,37,N,N,N,N
12469,Ant13,0.0016764101713560228,3,37,N,N,N,N
12470,Ant12,0.004947294182099149,3,37,F,F,C,C
12471,Ant97,0.005356082462141593,3,37,N,N,N,N
12472,Ant96,0.002271613775694782,3,37,N,N,C,C
12473,Ant137,0.0002313882789266462,3,37,N,N,N,N
12474,Ant215,0.004668026991176042,3,37,F,F,F,F
12475,Ant124,8.567709612536034e-05,3,37,C,C,F,F
12476,Ant219,0.003560581882262113,3,37,N,N,N,N
12477,Ant60,0.006013799360861113,3,37,N,N,C,C
12478,Ant62,0.002199332300741037,3,37,N,N,N,N
12479,Ant604,0.00022896949568339825,3,37,Q,Q,Q,Q
12480,Ant607,0.0023035347155486263,3,37,N,N,N,N
12481,Ant178,0.002746161276604928,3,37,N,N,N,N
12482,Ant289,0.0013745570710749734,3,37,N,N,N,N
12483,Ant81,0.009517928713836393,3,37,F,F,F,F
12484,Ant172,0.00406160482669332,3,37,N,N,C,C
12485,Ant175,0.0035461044815868884,3,37,N,N,F,F
12486,Ant206,0.003575044502588725,3,37,N,N,N,N
12487,Ant43,0.0022248505106295764,3,37,N,N,N,N
12488,Ant30,0.003509189822000976,3,37,N,N,N,N
12489,Ant35,0.0017571608010523237,3,37,N,N,N,N
12490,Ant109,0.0035587213046849786,3,37,C,C,F,F
12491,Ant342,0.0035946634797301867,3,37,F,F,F,F
12492,Ant105,0.006336456122143877,3,37,N,N,N,N
12493,Ant347,0.0003313332701732861,3,37,N,N,N,N
12494,Ant186,0.0024235419112042487,3,37,C,F,F,F
12495,Ant621,0.003442805891672464,3,38,F,F,F,F
12496,Ant540,0.008898147778322244,3,38,N,N,N,N
12497,Ant115,0.005209216992083606,3,38,N,N,N,N
12498,Ant117,0.0014718929071347415,3,38,F,F,F,F
12499,Ant111,0.0012956733941640864,3,38,C,C,F,F
12500,Ant112,0.0030963783133216923,3,38,C,F,F,F
12501,Ant194,0.0020980640146401022,3,38,C,C,F,F
12502,Ant196,0.004822497321526257,3,38,F,F,F,F
12503,Ant191,0.002280977000327675,3,38,N,N,N,N
12504,Ant190,0.0027859822677725834,3,38,F,C,C,C
12505,Ant518,0.0,3,38,F,F,C,C
12506,Ant324,0.0050930599740273775,3,38,C,N,N,N
12507,Ant329,0.0033799082105923344,3,38,N,N,N,N
12508,Ant650,0.0013323280061750833,3,38,F,F,F,F
12509,Ant556,0.0020967569446779066,3,38,N,N,F,F
12510,Ant252,0.004947700465601792,3,38,F,F,F,F
12511,Ant251,0.0014694383413404119,3,38,F,F,F,F
12512,Ant256,0.006010326809964401,3,38,F,F,F,F
12513,Ant126,0.002878274943464299,3,38,C,C,F,F
12514,Ant26,0.002658063688335536,3,38,F,F,F,F
12515,Ant27,0.004180788196677763,3,38,C,F,F,F
12516,Ant20,0.003371237301831829,3,38,N,N,C,C
12517,Ant23,0.0018533881659516735,3,38,N,N,N,N
12518,Ant227,0.005637184490467751,3,38,C,C,C,C
12519,Ant482,3.8779705875037135e-05,3,38,C,C,F,F
12520,Ant331,0.00232798751890899,3,38,C,N,F,F
12521,Ant334,0.0029554043878818417,3,38,N,N,N,N
12522,Ant560,0.003810669741325034,3,38,C,F,F,F
12523,Ant564,0.0013722340677407815,3,38,N,N,N,N
12524,Ant243,0.005622542932443694,3,38,C,C,F,F
12525,Ant242,0.0015203363028244157,3,38,N,N,N,N
12526,Ant245,4.328779457344207e-06,3,38,C,C,C,C
12527,Ant244,0.0011276987819060695,3,38,N,N,N,N
12528,Ant51,0.004290400792422305,3,38,C,F,C,C
12529,Ant53,0.012303181092407455,3,38,N,N,N,N
12530,Ant52,0.0056373851707457465,3,38,C,C,F,F
12531,Ant54,0.0022037812268371304,3,38,C,F,F,F
12532,Ant397,0.0036433774333485135,3,38,F,C,C,C
12533,Ant673,0.001123129204343445,3,38,C,F,F,F
12534,Ant301,0.004467961862406099,3,38,N,N,C,C
12535,Ant476,0.002324447633149822,3,38,F,F,F,F
12536,Ant475,0.002763651049839201,3,38,F,F,F,F
12537,Ant380,0.0020658846490931794,3,38,F,F,F,F
12538,Ant229,0.004378002987223079,3,38,C,N,C,C
12539,Ant576,0.0022234485134222273,3,38,N,N,N,N
12540,Ant43,0.0015215400335555765,3,38,N,N,N,N
12541,Ant48,0.0037099177593964373,3,38,F,F,F,F
12542,Ant580,0.001474101039442854,3,38,N,N,N,N
12543,Ant398,0.0033170971939194653,3,38,N,N,N,N
12544,Ant663,0.006556709895441028,3,38,,,,
12545,Ant954,0.0033489870660934323,3,38,,,,
12546,Ant260,0.00822122873855868,3,38,F,F,F,F
12547,Ant264,0.003373685266475773,3,38,N,N,N,N
12548,Ant159,0.0042210177410343655,3,38,N,N,C,C
12549,Ant158,0.00174611928859976,3,38,N,N,N,N
12550,Ant220,0.001888699744862717,3,38,C,N,N,N
12551,Ant390,0.004325869787520735,3,38,N,N,C,C
12552,Ant9,0.0026485333624408428,3,38,N,N,F,F
12553,Ant4,0.0006736850475545322,3,38,F,F,F,F
12554,Ant6,0.0006608952922776279,3,38,F,F,F,F
12555,Ant1,0.006200106684715052,3,38,C,C,F,F
12556,Ant0,0.000962914662803684,3,38,F,F,F,F
12557,Ant74,0.001617578791072099,3,38,N,N,N,N
12558,Ant72,0.0022081203447578703,3,38,N,N,N,N
12559,Ant71,0.0034184784201775355,3,38,N,N,N,N
12560,Ant70,0.007643404965785598,3,38,C,F,F,F
12561,Ant610,0.0025721514150916494,3,38,N,N,N,N
12562,Ant614,0.0036747685064068246,3,38,N,N,N,N
12563,Ant17,0.0018267882442442873,3,38,N,N,N,N
12564,Ant13,0.001880181212273049,3,38,N,N,N,N
12565,Ant12,0.007416213165478224,3,38,F,F,C,C
12566,Ant97,0.006602182112705339,3,38,N,N,N,N
12567,Ant96,0.0037841295672610426,3,38,N,N,C,C
12568,Ant137,0.0009620377994656254,3,38,N,N,N,N
12569,Ant215,0.007294155728240779,3,38,F,F,F,F
12570,Ant124,0.0013825103096767708,3,38,C,C,F,F
12571,Ant219,0.009624431694721785,3,38,N,N,N,N
12572,Ant60,0.006327044606198287,3,38,N,N,C,C
12573,Ant62,0.003976307891661254,3,38,N,N,N,N
12574,Ant604,0.0001147920494911119,3,38,Q,Q,Q,Q
12575,Ant607,0.003818507769928439,3,38,N,N,N,N
12576,Ant178,0.002217149854924891,3,38,N,N,N,N
12577,Ant289,0.0012148459240637866,3,38,N,N,N,N
12578,Ant81,0.004200891039498766,3,38,F,F,F,F
12579,Ant172,0.009838811168992451,3,38,N,N,C,C
12580,Ant175,0.0026375602472529553,3,38,N,N,F,F
12581,Ant206,0.002537689361484034,3,38,N,N,N,N
12582,Ant30,0.0035756953580759004,3,38,N,N,N,N
12583,Ant35,0.0028984056156259636,3,38,N,N,N,N
12584,Ant109,0.005792933384256507,3,38,C,C,F,F
12585,Ant342,0.004172385589620477,3,38,F,F,F,F
12586,Ant105,0.006499832792268458,3,38,N,N,N,N
12587,Ant347,0.0006117447173513312,3,38,N,N,N,N
12588,Ant186,0.002613147106015036,3,38,C,F,F,F
12589,Ant621,0.004315287361361831,3,39,F,F,F,F
12590,Ant229,0.005514679454607494,3,39,C,N,C,C
12591,Ant115,0.004112322492038699,3,39,N,N,N,N
12592,Ant117,0.0030908025572217186,3,39,F,F,F,F
12593,Ant111,0.0014839871524188737,3,39,C,C,F,F
12594,Ant220,0.0025194943007177846,3,39,C,N,N,N
12595,Ant194,0.001402795776474958,3,39,C,C,F,F
12596,Ant196,0.006024308137863524,3,39,F,F,F,F
12597,Ant191,0.0034376564198883197,3,39,N,N,N,N
12598,Ant190,0.0016156511253410096,3,39,F,C,C,C
12599,Ant324,0.004844179539785793,3,39,C,N,N,N
12600,Ant329,0.002427507905118712,3,39,N,N,N,N
12601,Ant650,0.0020519389830856477,3,39,F,F,F,F
12602,Ant556,0.0014010415907695845,3,39,N,N,F,F
12603,Ant252,0.004936159556021341,3,39,F,F,F,F
12604,Ant251,0.001187822900710261,3,39,F,F,F,F
12605,Ant256,0.004761401592154116,3,39,F,F,F,F
12606,Ant126,0.0032846755356283892,3,39,C,C,F,F
12607,Ant26,0.006041692804542972,3,39,F,F,F,F
12608,Ant27,0.003412349116751139,3,39,C,F,F,F
12609,Ant20,0.005275156021755215,3,39,N,N,C,C
12610,Ant23,0.0020080363541645028,3,39,N,N,N,N
12611,Ant227,0.0033271925661956555,3,39,C,C,C,C
12612,Ant482,0.0020809510282450328,3,39,C,C,F,F
12613,Ant331,0.004233487124126038,3,39,C,N,F,F
12614,Ant334,0.0027195578903019273,3,39,N,N,N,N
12615,Ant560,0.00260725899725306,3,39,C,F,F,F
12616,Ant564,0.0013229582530815518,3,39,N,N,N,N
12617,Ant243,0.006311474995237163,3,39,C,C,F,F
12618,Ant242,0.0014274953074249817,3,39,N,N,N,N
12619,Ant245,2.994168456509538e-05,3,39,C,C,C,C
12620,Ant244,0.0008486482174258747,3,39,N,N,N,N
12621,Ant51,0.004366172734449878,3,39,C,F,C,C
12622,Ant53,0.004768190495252029,3,39,N,N,N,N
12623,Ant52,0.003857600132984654,3,39,C,C,F,F
12624,Ant54,0.0017495643274645174,3,39,C,F,F,F
12625,Ant9,0.003789386120556351,3,39,N,N,F,F
12626,Ant673,0.0013815480171665907,3,39,C,F,F,F
12627,Ant301,0.004950668212608425,3,39,N,N,C,C
12628,Ant476,0.002277381550954683,3,39,F,F,F,F
12629,Ant475,0.0011362660117391437,3,39,F,F,F,F
12630,Ant380,0.0017598416217851113,3,39,F,F,F,F
12631,Ant540,0.002707946037424892,3,39,N,N,N,N
12632,Ant576,0.0039026297351299837,3,39,N,N,N,N
12633,Ant43,0.0013690154849293533,3,39,N,N,N,N
12634,Ant48,0.004952376832995345,3,39,F,F,F,F
12635,Ant580,0.0007480039687237179,3,39,N,N,N,N
12636,Ant398,0.002116023580144715,3,39,N,N,N,N
12637,Ant663,0.004109143235682362,3,39,,,,
12638,Ant954,0.0033526260835216033,3,39,,,,
12639,Ant260,0.003714663735341477,3,39,F,F,F,F
12640,Ant264,0.003837146649231437,3,39,N,N,N,N
12641,Ant159,0.004513097157504102,3,39,N,N,C,C
12642,Ant158,0.005772776749368116,3,39,N,N,N,N
12643,Ant112,0.002927802637349949,3,39,C,F,F,F
12644,Ant390,0.005747543823465198,3,39,N,N,C,C
12645,Ant397,0.004256850207292174,3,39,F,C,C,C
12646,Ant4,0.0006351326282692621,3,39,F,F,F,F
12647,Ant6,0.00014332883811672296,3,39,F,F,F,F
12648,Ant1,0.0032882878241821557,3,39,C,C,F,F
12649,Ant0,0.0008071664522863268,3,39,F,F,F,F
12650,Ant74,0.0016137239161758653,3,39,N,N,N,N
12651,Ant72,0.0015130061452070611,3,39,N,N,N,N
12652,Ant71,0.0021960390474919374,3,39,N,N,N,N
12653,Ant70,0.003407770584674959,3,39,C,F,F,F
12654,Ant610,0.002395252384407308,3,39,N,N,N,N
12655,Ant614,0.0028967290404217135,3,39,N,N,N,N
12656,Ant17,0.0023897363144760224,3,39,N,N,N,N
12657,Ant13,0.0024545288766734275,3,39,N,N,N,N
12658,Ant12,0.008084522854629754,3,39,F,F,C,C
12659,Ant97,0.005330404068548591,3,39,N,N,N,N
12660,Ant96,0.0028917812469936017,3,39,N,N,C,C
12661,Ant137,0.0021074576987364668,3,39,N,N,N,N
12662,Ant215,0.005596520796353378,3,39,F,F,F,F
12663,Ant124,0.0010611465269417934,3,39,C,C,F,F
12664,Ant219,0.0025095594012166877,3,39,N,N,N,N
12665,Ant60,0.007709256306168462,3,39,N,N,C,C
12666,Ant62,0.002053728556746038,3,39,N,N,N,N
12667,Ant604,0.0004116997780347853,3,39,Q,Q,Q,Q
12668,Ant607,0.0020424192558454383,3,39,N,N,N,N
12669,Ant178,0.0022261106926957886,3,39,N,N,N,N
12670,Ant289,0.0018818596594152351,3,39,N,N,N,N
12671,Ant81,0.003693171280002131,3,39,F,F,F,F
12672,Ant172,0.00437161472679497,3,39,N,N,C,C
12673,Ant175,0.003859641059887705,3,39,N,N,F,F
12674,Ant206,0.0011467500805658855,3,39,N,N,N,N
12675,Ant30,0.0038171811518615795,3,39,N,N,N,N
12676,Ant35,0.0026887195813754513,3,39,N,N,N,N
12677,Ant109,0.005952474557402005,3,39,C,C,F,F
12678,Ant342,0.005177591104863695,3,39,F,F,F,F
12679,Ant105,0.005496007568875285,3,39,N,N,N,N
12680,Ant347,0.001426670226021025,3,39,N,N,N,N
12681,Ant186,0.001809623091088619,3,39,C,F,F,F
12682,Ant621,0.003607288859657174,3,40,F,F,F,F
12683,Ant540,0.0020052219895515372,3,40,N,N,N,N
12684,Ant227,0.003881033076680808,3,40,C,C,C,C
12685,Ant117,0.003244173871107977,3,40,F,F,F,F
12686,Ant111,0.0014610692584914608,3,40,C,C,F,F
12687,Ant220,0.003080088795123482,3,40,C,N,N,N
12688,Ant194,0.0002080557541929365,3,40,C,C,F,F
12689,Ant196,0.007952604206969279,3,40,F,F,F,F
12690,Ant191,0.0018107497764489643,3,40,N,N,N,N
12691,Ant190,0.0006847307857666366,3,40,F,C,C,C
12692,Ant324,0.002264391696371779,3,40,C,N,N,N
12693,Ant329,0.003473086132303657,3,40,N,N,N,N
12694,Ant650,0.006500769175506764,3,40,F,F,F,F
12695,Ant556,0.00268496452291018,3,40,N,N,F,F
12696,Ant252,0.0037461220632569485,3,40,F,F,F,F
12697,Ant251,0.0007660532626175385,3,40,F,F,F,F
12698,Ant256,0.0039310769977988795,3,40,F,F,F,F
12699,Ant126,0.0022473228903414286,3,40,C,C,F,F
12700,Ant26,0.005118491751586999,3,40,F,F,F,F
12701,Ant27,0.0031682655315394843,3,40,C,F,F,F
12702,Ant20,0.0038298872899050224,3,40,N,N,C,C
12703,Ant23,0.0037518074614369557,3,40,N,N,N,N
12704,Ant482,0.005775759121330309,3,40,C,C,F,F
12705,Ant331,0.005372769137787716,3,40,C,N,F,F
12706,Ant334,0.002608345645436306,3,40,N,N,N,N
