,pagerank,hubs,auth,degcentr,between,indegcentr,outdegcentr,closecentr,evcentr,load,haratio,paratio,phratio,haprod,paprod,phprod,hadiff,padiff,phsum,hasum,pasum,ha_harmonic_mean,hasum_normed,role
IL1VR,0.0014178725896657315,0.006447429573748805,0.0003013048737423713,0.060714285714285714,0.0030550080687768507,0.03214285714285714,0.02857142857142857,0.3212569083905544,0.0072909490059363926,0.003752631747340635,20.71098179813448,4.554610959413151,0.2195722885511236,1.9426419536812143e-06,4.272119216120022e-07,9.14163366641864e-06,0.006146124700006433,0.0011165677159233603,0.007865302163414536,0.006748734447491176,0.0017191774634081028,0.0005757055545142648,0.006580616507518086,S
IL2DL,0.0008704327490733849,3.351078669450787e-05,0.0,0.02857142857142857,0.0,0.0,0.02857142857142857,0.0,1.0898355958681143e-28,0.0,3.351078669450787,87.04327490733849,20.004987618007256,0.0,0.0,2.9168886186112297e-08,3.351078669450787e-05,0.0008704327490733849,0.0009039435357678928,3.351078669450787e-05,0.0008704327490733849,0.0,1.1925546866372908e-07,I
IL2DR,0.0008704327490733849,5.0361624106628934e-05,0.0,0.03214285714285714,0.0,0.0,0.03214285714285714,0.0,1.0898355958681143e-28,0.0,5.036162410662893,87.04327490733849,14.420300347382364,0.0,0.0,4.383640691893347e-08,5.0361624106628934e-05,0.0008704327490733849,0.0009207943731800139,5.0361624106628934e-05,0.0008704327490733849,0.0,1.7922286158942682e-07,I
IL2L,0.0011072642418790515,2.0931146193300883e-05,2.559034624523486e-05,0.060714285714285714,0.0017136230546331808,0.014285714285714285,0.04642857142857143,0.2940259043531576,0.002622513055309122,0.001921715423331347,0.588113025062332,31.111364701243993,35.79771130883163,5.356352783961991e-10,2.8335275334652408e-08,2.3176309721384898e-08,-4.659200051933976e-06,0.0010816738956338167,0.0011281953880723523,4.6521492438535747e-05,0.0011328545881242862,2.3027433141956104e-05,4.5362594050387166e-05,S
IL2R,0.001159686515104994,1.2406515408256757e-05,0.00019643557677698158,0.06785714285714285,0.0032202501257710754,0.02142857142857143,0.04642857142857143,0.3051582882596246,0.004064924191831427,0.0035831231171879075,0.0600987271765655,5.617667909818847,51.75666514739065,2.437081010013425e-09,2.2780368947513726e-07,1.4387668618397691e-08,-0.00018402906136872482,0.0009632509383280125,0.001172093030513251,0.00020884209218523833,0.0013561220918819757,2.3338982908213617e-05,0.0002036396201379192,S
IL2VL,0.0009870748843262896,3.70024787679354e-05,5.666632892635963e-07,0.04285714285714286,0.0003529775355416491,0.0035714285714285713,0.039285714285714285,0.2629867013984097,0.0010556336607272687,0.0008282636870866518,3.5018129900601904,93.41405676560363,21.00048572331172,2.096794632954466e-11,5.593391007018191e-10,3.652421744964582e-08,3.6435815478671805e-05,0.000986508221037026,0.001024077363094225,3.7569142057199e-05,0.0009876415476155532,1.1162323748368261e-06,3.663325595612998e-05,I
IL2VR,0.001003023189271418,6.717338708304879e-05,0.00014242954831594732,0.04285714285714286,0.0006676123753533292,0.007142857142857143,0.03571428571428571,0.2604868278109723,0.0010838448298379035,0.0008447715817273185,0.44068481357574846,6.580241169464128,12.997008777028695,9.567475181090929e-09,1.42860139798349e-07,6.737646494620307e-08,-7.525616123289853e-05,0.0008605936409554707,0.0010701965763544668,0.0002096029353989961,0.0011454527375873652,9.12914235946025e-05,0.00020438150996201043,I
LUAL,0.0018861093115421959,0.00037873074474868294,0.0005424215332828834,0.06428571428571428,0.008208621429033655,0.02857142857142857,0.03571428571428571,0.3854179224432389,0.06531342690169886,0.007894184079438336,0.6855828781655093,3.4142574065380593,4.851968456370947,2.0543171126794894e-07,1.0230663047058416e-06,7.143275842378015e-07,-0.00016369078853420047,0.0013436877782593126,0.002264840056290879,0.0009211522780315664,0.002428530844825079,0.00044603203219980344,0.0008982054241304243,I
LUAR,0.0016845515827157093,0.00038953374177820154,6.2623552418851e-05,0.05714285714285714,0.0017761970785166053,0.02142857142857143,0.03571428571428571,0.3639205084424208,0.03399661291544819,0.0021047592861914216,5.363738467812677,23.195664858146593,4.216293660751378,2.4393986697158377e-08,1.0549260434245564e-07,6.561896812336418e-07,0.00032691018935935055,0.0016219280302968582,0.0020740853244939107,0.00045215729419705253,0.0017471751351345603,0.00010790044531064161,0.00044089358935940355,I
OLLL,0.0016513245828964885,9.700163962246792e-05,8.048424163783267e-05,0.08214285714285714,0.0030521269437763818,0.024999999999999998,0.05714285714285714,0.34512864339690535,0.009195079974703564,0.003421600706778788,1.0720279892571951,18.2498582405762,15.432703542888026,7.807103402640671e-09,1.3290560675233423e-07,1.6018119208984733e-07,1.6517397984635256e-05,0.0015708403412586559,0.0017483262225189563,0.00017748588126030059,0.001731808824534321,8.797435995701295e-05,0.00017306452478762404,S
OLLR,0.0023548976811895894,0.00011233661855739933,0.0002306822110729221,0.09999999999999999,0.007107293748357072,0.04285714285714286,0.05714285714285714,0.3563486903213821,0.01375772853604742,0.007937071897381702,0.4667425068791789,9.78426145701354,19.249327870581048,2.5914059553276328e-08,5.432330039473117e-07,2.645412425534991e-07,-0.00011834559251552276,0.0021242154701166674,0.002467234299746989,0.0003430188296303214,0.0025855798922625114,0.0001510940934712211,0.0003344738765790323,S
OLQDL,0.004540815590545426,2.3586420523531078e-05,0.00010652515353998566,0.06428571428571428,0.006016095919707076,0.03571428571428571,0.02857142857142857,0.36295648060548724,0.016166508827062,0.0060778671978884155,0.20241484183444897,38.96854415203361,135.19796155008754,2.512547067727817e-09,4.837110779796122e-07,1.0710158603841053e-07,-8.293873301645458e-05,0.00443429043700544,0.004564402011068957,0.00013011157406351675,0.004647340744085412,3.8621422971968094e-05,0.00012687036047474587,S
OLQDR,0.004483048167813355,1.6628204206389053e-05,5.8938818161631804e-05,0.075,0.007431139907865519,0.03571428571428571,0.039285714285714285,0.342968889683533,0.015041386934361746,0.007727708409653578,0.24120233925976337,65.02937368758687,168.35713490351378,9.800467040748455e-10,2.64225560772588e-07,7.454504040147876e-08,-4.231061395524275e-05,0.004424109349651723,0.004499676372019744,7.556702236802086e-05,0.004541986985974987,2.593847615966381e-05,7.3684569853515e-05,S
OLQVL,0.002333021832766988,2.5842237028743507e-05,0.00012488773792360876,0.08214285714285714,0.01067271286219312,0.03571428571428571,0.04642857142857143,0.3577443118239463,0.016139573551557845,0.01126612558873133,0.19158329308909303,17.29602607828039,65.09141242763481,3.2273785254054968e-09,2.91365819220661e-07,6.02905031955981e-08,-9.904550089486526e-05,0.0022081340948433793,0.0023588640697957313,0.00015072997495235228,0.0024579095706905967,4.282331402795912e-05,0.00014697513571866377,S
OLQVR,0.0023553295423750812,3.8453070133008693e-05,0.0001733789565982518,0.075,0.003389844777778322,0.03214285714285714,0.04285714285714286,0.3317580421999308,0.013198698276160548,0.0035685257196091174,0.20969183621898346,12.844055752455597,48.61053254023858,6.666953177660447e-09,4.083645785020295e-07,9.056965207929626e-08,-0.0001349258864652431,0.0021819505857768296,0.00239378261250809,0.0002118320267312605,0.002528708498973333,6.294565822304518e-05,0.0002065550723287024,S
PDA,0.0018788839943782866,0.0014506851955311422,0.00011179695245775551,0.03214285714285714,0.0009747884672615468,0.010714285714285714,0.02142857142857143,0.28845488721804513,0.009757567155178448,0.0009753070059129077,11.91068549957605,15.426362946396097,1.2863031679424097,1.6218218383596487e-07,2.100535045931471e-07,2.725669194764998e-06,0.0013388882430733868,0.001767087041920531,0.0033295691899094286,0.0015624821479888976,0.001990680946836042,0.00020759556714899154,0.001523559105156434,M
PDB,0.0020132023020676456,0.0014307076797873408,0.00010965854388285873,0.02142857142857143,0.00014740371601346043,0.007142857142857143,0.014285714285714285,0.2940259043531576,0.007150549944652894,0.00014221538847594912,11.956586077028904,16.824559590483535,1.3973704244880607,1.5688932088750312e-07,2.207648329863571e-07,2.8803039945337346e-06,0.001321049135904482,0.0019035437581847868,0.0034439099818549864,0.0015403662236701996,0.0021228608459505044,0.00020370392245252703,0.0015019941113367783,M
PDEL,0.001934358255327363,3.753446773013457e-05,5.9075989324783675e-05,0.05714285714285714,0.0031161382019931276,0.02857142857142857,0.02857142857142857,0.37902094447737605,0.04404665397290604,0.0031029326226302643,0.5433793724423377,28.003337689921977,40.693802785574746,2.217385814936867e-09,1.1427412764202647e-07,7.26051075131043e-08,-2.1541521594649107e-05,0.0018752822660025792,0.0019718927230574974,9.661045705491824e-05,0.0019934342446521467,4.5903639886030004e-05,9.420379086493808e-05,S
PDER,0.0020294348307687247,7.676875022671096e-05,0.0008990569604824375,0.060714285714285714,0.005034567398026135,0.03214285714285714,0.02857142857142857,0.3816603660962993,0.040102819224318104,0.00526303692253417,0.08444877885976441,2.2324616817099137,23.38900612796866,6.901947923886219e-08,1.8245775104481196e-06,1.5579717562467166e-07,-0.0008222882102557265,0.0011303778702862872,0.002106203580995436,0.0009758257107091485,0.0029284917912511623,0.00014145862008227802,0.0009515168851754685,S
PHAL,0.0012166829720241202,8.961674177480121e-06,7.702816469513899e-06,0.04285714285714286,0.00019599157330101277,0.007142857142857143,0.03571428571428571,0.24059011664367239,0.00055194990948183,0.00023784212921117685,0.5062287231477014,68.72821475155524,64.16537699340476,6.90301314487113e-11,9.371885635084511e-09,1.0903516372568326e-08,1.2588577079662223e-06,0.0012089801555546064,0.0012256446462016004,1.666449064699402e-05,0.001224385788493634,8.284697433721217e-06,1.6249360986748617e-05,S
PHAR,0.0011932402257560934,9.082656594054906e-06,2.296743655577625e-05,0.039285714285714285,0.002398218150646862,0.007142857142857143,0.03214285714285714,0.2887588438958302,0.0035362029720900578,0.002720507093842985,0.27550387724833664,36.19451041446002,62.53008955408444,2.0860533908185882e-10,2.7405669180853205e-08,1.0837791204755146e-08,-1.3884779961721343e-05,0.0011702727892003173,0.0012023228823501483,3.205009314983116e-05,0.0012162076623118696,1.3017456024645455e-05,3.125169225286027e-05,S
PHBL,0.001230905404850783,0.0006020370258464812,2.174134094177488e-05,0.03571428571428571,0.0004131247328758509,0.014285714285714285,0.02142857142857143,0.28397113249444855,0.004718458479650768,0.00048265736252784563,18.96696887982254,38.77925028777799,2.011161666483122,1.3089092238500485e-08,2.6761534073934312e-08,7.410506290347243e-07,0.0005802956849047064,0.001209164063909008,0.001832942430697264,0.0006237783667882561,0.0012526467457925578,4.19671246564523e-05,0.0006082394039145273,S
PHBR,0.0014770770693744554,0.0005588751112438915,4.3298434135439564e-05,0.05357142857142857,0.000783546373167577,0.014285714285714285,0.039285714285714285,0.27962463556851314,0.0027474428039362536,0.0007972232507537626,10.485769803737638,27.713329543997,2.5964874190834375,2.4198417194130095e-08,6.395512420127796e-08,8.2550161146245e-07,0.0005155766771084519,0.0014337786352390158,0.002035952180618347,0.0006021735453793311,0.001520375503509895,8.037024336194188e-05,0.0005871727809036894,S
PHCL,0.001806833348426667,6.283012184675025e-05,0.000302616330673476,0.04642857142857143,0.0020865187403435676,0.017857142857142856,0.02857142857142857,0.2940259043531576,0.011500846094751039,0.002153575743849713,0.2009815728800667,5.779715168859437,24.808874441108593,1.9013420929030962e-08,5.467772780393481e-07,1.1352355943841924e-07,-0.00023978620882672574,0.001504217017753191,0.0018696634702734171,0.0003654464525202262,0.002109449679100143,0.00010405585167352874,0.0003563428042368042,S
PHCR,0.0010735797720458412,1.4517075067209574e-05,0.0002401046197421662,0.03571428571428571,0.000684482920370949,0.010714285714285714,0.024999999999999998,0.3065236497283477,0.012274647069385903,0.0008990188356319223,0.058044010071366454,4.292522757686757,43.789064115633565,3.485616788780837e-09,2.577714629299482e-07,1.558523814142722e-08,-0.00022558754467495663,0.000833475152303675,0.0010880968471130507,0.0002546216948093758,0.0013136843917880073,2.737878868798173e-05,0.0002482788056148362,S
PLML,0.0010960647133642664,5.680525068135101e-06,2.3310920198967533e-05,0.024999999999999998,0.0011189728890630963,0.010714285714285714,0.014285714285714285,0.2985099595393713,0.011807489826217515,0.0011466112713918292,0.1705304156776542,32.904065898432876,69.89974561448932,1.3241826655153194e-10,2.5550277066138638e-08,6.226223080564029e-09,-1.763039513083243e-05,0.001072753793165299,0.0011017452384324015,2.8991445267102636e-05,0.001119375633563234,9.13498898254586e-06,2.8269238445502214e-05,S
PLMR,0.0013097218694515021,0.0001782893133967708,4.4276037541184524e-05,0.060714285714285714,0.0005737477693765566,0.014285714285714285,0.04642857142857143,0.3250677851211659,0.017003005925927895,0.0006435974838157423,3.2848623715665553,24.130756937768133,6.9559012448656805,7.893944333147436e-09,5.7989294660345084e-08,2.3350941284524337e-07,0.00013401327585558625,0.0012654458319103176,0.001488011182848273,0.00022256535093795533,0.0013539979069926867,7.093596824375449e-05,0.0002170210183523123,S
PLNL,0.0010360311993025308,0.0007148964109567645,4.697050125488696e-05,0.014285714285714285,0.0,0.0035714285714285713,0.010714285714285714,0.2468758043758044,0.0005256673761797514,0.0,12.548536439205725,18.185397293018543,1.429212758737639,3.3579042767958894e-08,4.866290474694157e-08,7.406549860206117e-07,0.0006679259097018775,0.000989060698047644,0.0017509276102592953,0.0007618669122116515,0.0010830017005574177,8.814936632562517e-05,0.0007428880211601158,S
PLNR,0.0008704327490733849,5.454690667143833e-06,0.0,0.007142857142857143,0.0,0.0,0.007142857142857143,0.0,1.0898355958681143e-28,0.0,0.5454690667143832,87.04327490733849,56.32158985387501,0.0,0.0,4.747941392746942e-09,5.454690667143833e-06,0.0008704327490733849,0.0008758874397405287,5.454690667143833e-06,0.0008704327490733849,0.0,1.9411710559230722e-08,S
PQR,0.0014885464223004868,0.000545152533633031,0.00014139537115499763,0.04642857142857143,0.0011004583515753206,0.017857142857142856,0.02857142857142857,0.33541265955586647,0.016221115313649892,0.0011845938571740944,3.60085337797354,9.832179220172605,2.6813287017878427,7.708204482912974e-08,2.1047357386262118e-07,8.114848535474941e-07,0.0004037571624780334,0.001347151051145489,0.0020336989559335177,0.0006865479047880286,0.0016299417934554845,0.00022454964698473238,0.0006694452879427753,S
PVCL,0.0054932995283836815,0.0006215154541294066,0.0024702727441715823,0.22857142857142856,0.020167474518575746,0.10714285714285714,0.12142857142857143,0.4183696837513632,0.10373253120063972,0.019194033122562855,0.25058351166818726,2.2147965546500643,8.698598731770744,1.5353126864172965e-06,1.3569948100536815e-05,3.414170551052239e-06,-0.0018487572900421757,0.003023026784212099,0.006114814982513088,0.003091788198300989,0.007963572272555263,0.0009931551503178564,0.0030147685634678684,S
PVCR,0.006616576553085345,0.0007770645539277869,0.0028695309329698567,0.2464285714285714,0.035840742740028325,0.11071428571428571,0.1357142857142857,0.4377510269283432,0.11747811910556562,0.03578307828464744,0.26985803313678847,2.297796657548394,8.406650407601019,2.229810774410208e-06,1.8986471089441468e-05,5.141507107752317e-06,-0.0020924663790420697,0.003747045620115488,0.007393641107013132,0.0036465954868976436,0.009486107486055202,0.0012229548259037797,0.003555755029928663,S
PVDL,0.0009588070089751034,0.0005187427607631811,3.137342762660537e-05,0.02857142857142857,0.00011873809017037387,0.007142857142857143,0.02142857142857143,0.3041422229269066,0.007682927552672811,0.00025528490966278964,12.538065867900226,23.174463997238128,1.8133714163597676,1.6274738461629126e-08,3.0081062303962375e-08,4.973741948748333e-07,0.0004873693331365757,0.0009274335813484981,0.0014775497697382845,0.0005501161883897864,0.0009901804366017088,5.916836771979382e-05,0.0005364122264014287,S
PVDR,0.0008704327490733849,0.0006536961248786131,0.0,0.024999999999999998,0.0,0.0,0.024999999999999998,0.0,1.0898355958681143e-28,0.0,65.3696124878613,87.04327490733849,1.3114928902629692,0.0,0.0,5.6899851503671e-07,0.0006536961248786131,0.0008704327490733849,0.001524128873951998,0.0006536961248786131,0.0008704327490733849,0.0,2.3263207291053846e-06,S
PVM,0.0011976675037567502,2.814192528972547e-05,0.00016437292845484196,0.04285714285714286,0.0007732348414589116,0.014285714285714285,0.02857142857142857,0.32353263619497385,0.012534359645018221,0.0008811460869052406,0.16138930245134636,6.8684257032875085,31.400289698521682,4.625770672229552e-09,1.9686411490769747e-07,3.370466941265446e-08,-0.0001362310031651165,0.0010332945753019082,0.0012258094290464757,0.0001925148537445674,0.0013620404322115922,4.805624690515691e-05,0.00018771911005698033,S
PVNL,0.002095835050294836,0.0016500943364407398,0.00013948103550091232,0.11071428571428571,0.008642287409351487,0.03571428571428571,0.075,0.36295648060548724,0.02607869966488964,0.008963390102817636,11.038820616349483,14.020742118033056,1.262479489441744,2.301568667209452e-07,2.9232924305423036e-07,3.4583255466055016e-06,0.0015106133009398274,0.0019563540147939235,0.0037459293867355757,0.0017895753719416522,0.0022353160857957483,0.00025721952853120653,0.0017449952025338532,I
PVNR,0.0021207387286817365,0.0009782294528793722,0.000996082326322966,0.12142857142857143,0.010812556317434826,0.039285714285714285,0.08214285714285714,0.3619975467069258,0.02965290822840663,0.01143630211923072,0.972315512642598,2.1079176854568367,2.1459983028259364,9.743970691017272e-07,2.1124303663885134e-06,2.0745690862584305e-06,-1.785287344359377e-05,0.0011246564023587706,0.0030989681815611087,0.0019743117792023384,0.0031168210550047027,0.0009870751715774122,0.0019251296352364438,I
PVPL,0.004008101043029734,0.00034316288978756805,0.0010626154147618365,0.125,0.020489346281666706,0.05357142857142857,0.07142857142857142,0.4053729923922232,0.0535184071128878,0.02062058540791721,0.3199309697257744,3.736755026888825,11.349156887465321,3.64650176462487e-07,4.259069952246391e-06,1.3754315364866493e-06,-0.0007194525249742685,0.002945485628267898,0.004351263932817303,0.0014057783045494045,0.0050707164577915706,0.0005187876001249979,0.0013707589161798463,S
PVPR,0.0030002631971272394,0.000499825204995875,0.0014257786714024015,0.125,0.016383427240817712,0.04642857142857143,0.07857142857142857,0.3673353121409422,0.029761024000755344,0.016541424980370416,0.34812134693968466,2.0896418486260995,5.8848859721470905,7.126401167124516e-07,4.277711275057597e-06,1.4996071675457017e-06,-0.0009259534664065265,0.001574484525724838,0.0035000884021231145,0.0019256038763982766,0.004426041868529641,0.0007401731222575238,0.0018776350965591737,S
PVQL,0.003100823803218157,5.582390506143245e-06,0.00012781382258880974,0.06428571428571428,0.005528718946115005,0.039285714285714285,0.024999999999999998,0.3273980201399556,0.009016743247557343,0.006069296731477816,0.040506753250718744,22.500092842428266,198.99538533549648,7.135066697736485e-10,3.9632814346368377e-07,1.731000936030803e-08,-0.00012223143208266648,0.0029730099806293472,0.0031064061937243,0.000133396213094953,0.0032286376258069665,1.0697555098745811e-05,0.00013007317575806804,I
PVQR,0.0029147977772655846,0.00010465762924215794,0.0008379442856159303,0.10714285714285714,0.01163781707376263,0.04642857142857143,0.060714285714285714,0.33623575810692374,0.015098818430668284,0.011794981998831021,0.12342512476056923,3.4374873758932543,25.421751666515846,8.769726236957693e-08,2.442438141185712e-06,3.050558250889276e-07,-0.0007332866563737724,0.002076853491649654,0.0030194554065077427,0.0009426019148580882,0.003752742062881515,0.00018607486572479548,0.0009191207283669615,I
PVR,0.001961706315155039,0.00019154168432129173,0.00018525202787411475,0.1357142857142857,0.019660052618736008,0.04285714285714286,0.09285714285714286,0.3634378552482001,0.02914056127781121,0.020013784806522064,0.9809971574010222,10.04704707302612,9.733501641416003,3.5483485442942823e-08,3.634100729759282e-07,3.7574853174851087e-07,6.289656447176978e-06,0.001776454287280924,0.0021532479994763308,0.0003767937121954065,0.0021469583430291537,0.0001883443608238397,0.0003674073919627807,I
PVT,0.0038418454557763095,5.150748797473356e-05,0.001171822125330064,0.12857142857142856,0.015832775998471788,0.07142857142857142,0.05714285714285714,0.42485603543743083,0.05585266293875392,0.015984246102133604,0.043583113626636784,3.25078146146853,62.461426767330956,6.035761402896499e-08,4.501959507177443e-06,1.9788380861418303e-07,-0.0011203146373553303,0.0026700233304462456,0.003893352943751043,0.0012233296133047976,0.005013667581106373,9.8677598208238e-05,0.0011928552101263862,I
PVWL,0.0013567777147070305,1.63181633408632e-05,0.000290425095609871,0.039285714285714285,0.0005009333671442696,0.02142857142857143,0.017857142857142856,0.3270073303784521,0.020754092362141027,0.0006689648833668117,0.05431691153409434,4.516193002960472,51.55290272860393,4.739204148447687e-09,3.9404229751513163e-07,2.2140120365832415e-08,-0.0002741069322690078,0.0010663526190971594,0.0013730958780478937,0.00030674325895073423,0.0016472028103169016,3.0900135603037634e-05,0.0002991019678024953,I
PVWR,0.0011045848365934681,4.688410213096069e-05,1.7397134004003186e-05,0.024999999999999998,9.744729541381776e-05,0.007142857142857143,0.017857142857142856,0.30549848702022614,0.00904020496256654,7.975864464279724e-05,1.7112776148085462,40.31753235327715,19.41816421836899,8.156490074296945e-10,1.9216610421006527e-08,5.1787468291158684e-08,2.9486968126957506e-05,0.001087187702589465,0.0011514689387244288,6.428123613496388e-05,0.0011219819705974713,2.5377514698602577e-05,6.267992420277617e-05,I
RIAL,0.013130838537325024,0.00020577208844789414,0.0007846220310361409,0.15,0.008275008594727733,0.09642857142857142,0.05357142857142857,0.4047742139691918,0.0465752138944769,0.007977354913558714,0.2589559317649163,16.52463438523492,60.855130206036506,1.6145331396853512e-07,1.030274520236359e-05,2.7019600688974616e-06,-0.0005788499425882468,0.012346216506288882,0.013336610625772918,0.000990394119484035,0.013915460568361165,0.00032603851495533387,0.0009657223798527602,I
RIAR,0.011280487280967989,0.0002515078434010781,0.0008769694442617594,0.15714285714285714,0.013604343767318242,0.09285714285714286,0.06428571428571428,0.40298844537815126,0.045449709339091565,0.013253652417314488,0.28355863330829006,12.718011149027733,43.13632483927816,2.2056469365491708e-07,9.892642661792343e-06,2.83713102854955e-06,-0.0006254616008606814,0.01040351783670623,0.011531995124369067,0.0011284772876628375,0.012157456725229748,0.0003909067485296463,0.0011003657538064678,I
RIBL,0.014737642595382652,9.314293762399953e-05,0.00041810276833771057,0.20714285714285713,0.04342475908118342,0.12142857142857143,0.08571428571428572,0.44413637416068535,0.08759284406988338,0.04071775967234877,0.2175714443185365,34.4254783789597,142.88562004223414,3.89433200717009e-08,6.161849167901248e-06,1.3727073249865248e-06,-0.000324959830713711,0.01431953982704494,0.014830785533006652,0.0005112457059617101,0.015155745363720363,0.00015234678596837963,0.0004985100478060804,I
RIBR,0.013512083023706371,0.00012631953834589863,0.0005549658364012477,0.19285714285714284,0.04282730798210927,0.10714285714285714,0.08571428571428572,0.4419873271889401,0.08640253031100271,0.03950916153986403,0.22358792374161274,23.91663734886418,99.1206630220583,7.010302825195111e-08,7.498744456774306e-06,1.7068400896460428e-06,-0.00042864629805534904,0.012957117187305123,0.01363840256205227,0.0006812853747471463,0.01406704886010762,0.00020579636918807863,0.0006643138529562921,I
RICL,0.002442691971000221,0.00041718924929333304,4.979026465675789e-05,0.10714285714285714,0.006663498234532553,0.05357142857142857,0.05357142857142857,0.342968889683533,0.014945754066232574,0.006423646399455561,6.977544784060084,40.854342843657776,5.718055814936781,2.0771963134269198e-08,1.2162227971103859e-07,1.0190648296364342e-06,0.00036739898463657514,0.002392901706343463,0.002859881220293554,0.00046697951395009094,0.002492482235656979,8.896305946512775e-05,0.000455346572321441,I
RICR,0.0026478661652872756,0.00037773915649867473,3.971738977225735e-05,0.09285714285714286,0.007112948664426521,0.05714285714285714,0.03571428571428571,0.3634378552482001,0.014298681001535963,0.006960201142062572,7.597727037340481,53.25835039644023,6.828988305431375,1.5002813310901582e-08,1.0516633255148713e-07,1.000202731796996e-06,0.00033802176672641736,0.0026081487755150183,0.0030256053217859505,0.0004174565462709321,0.002687583555059533,7.187724540395472e-05,0.0004070572728762825,I
RID,0.0032323342590676566,0.0010725282566927982,0.00031099158505883037,0.08928571428571429,0.008728632692473329,0.039285714285714285,0.049999999999999996,0.38112954500298035,0.053201834035736535,0.008735378562153723,3.3412971137428054,10.069841109620503,2.98591213585747,3.335472625692774e-07,1.0052287546674105e-06,3.466769827926241e-06,0.0007615366716339678,0.002921342674008826,0.004304862515760455,0.0013835198417516286,0.003543325844126487,0.0004821719971098994,0.0013490549346617303,M
RIFL,0.0017726332128874258,0.0002113469908281335,0.0005708543790020343,0.060714285714285714,0.004581735188600219,0.02857142857142857,0.03214285714285714,0.3395689502566826,0.01043733330537344,0.004742814714678352,0.3638553800545477,3.0517686996403235,8.008390835833861,1.2064835520314277e-07,1.0119154319412323e-06,3.746406953857636e-07,-0.0003595073881739008,0.0012017788338853914,0.0019839802037155594,0.0007822013698301677,0.00234348759188946,0.00030848413172515426,0.0007627159264536155,I
RIFR,0.001841548106875501,0.00031191652795812354,6.569131200342072e-05,0.07857142857142857,0.0042756484216094496,0.02857142857142857,0.049999999999999996,0.32353263619497385,0.009433370224203073,0.004587527126259757,4.120902646581514,24.329715764370366,5.72057644432304,2.0490205957120793e-08,1.209737112580673e-07,5.744092915644617e-07,0.00024622521595470283,0.0017758567948720802,0.0021534646348336244,0.00037760783996154424,0.0019072394188789218,0.00010852637995655771,0.00036820123896606094,I
RIGL,0.005230326385413112,7.522502822999865e-05,0.0011637253942066864,0.175,0.03784447842715632,0.09285714285714286,0.08214285714285714,0.45901531466858103,0.07329926930041536,0.03871844489515038,0.06409082448185656,4.456175534097783,61.370779148326186,8.754127563116429e-08,6.0866636346945066e-06,3.934514499948081e-07,-0.0010885003659766878,0.004066600991206425,0.005305551413643111,0.001238950422436685,0.006394051779619798,0.00014131521979546843,0.0012080868887816786,I
RIGR,0.0042749487553313615,2.4210013627838438e-05,0.0001907049726314567,0.12857142857142856,0.013304008041183282,0.07142857142857142,0.05714285714285714,0.4006317878028405,0.040090249090627174,0.013470351008403991,0.12062488193700079,21.299665370928356,124.96191325257517,4.616969986304123e-09,8.152539853863472e-07,1.0349656762488323e-07,-0.00016649495900361827,0.0040842437826999044,0.0042991587689592,0.00021491498625929512,0.0044656537279628185,4.29655471371712e-05,0.00020956123215319167,I
RIH,0.0028944377696664926,5.539859122989699e-05,0.0001223669335602169,0.15357142857142855,0.023729890252805967,0.06428571428571428,0.08928571428571429,0.37436085089773613,0.022653767491055844,0.02448554248888536,0.41852288739993243,21.866773610417916,44.258411614580766,6.7789557323584194e-09,3.5418347425496207e-07,1.6034777484212876e-07,-6.696834233031991e-05,0.0027720708361062755,0.0029498363608963895,0.0001777655247901139,0.0030168047032267096,7.626850864769498e-05,0.00017333720210850964,I
RIML,0.005957669961503248,0.0009375276055626372,0.0006714169623435595,0.1392857142857143,0.015275867487477482,0.07142857142857142,0.06785714285714285,0.4329101782893252,0.06725468786388536,0.014440562703520668,1.3758501143532595,8.743060843412769,6.287595133405758,6.294719370400968e-07,4.000080668197982e-06,5.585480053740589e-06,0.0002661106432190777,0.005286252999159689,0.006895197567065885,0.0016089445679061966,0.006629086923846807,0.0007824656605283318,0.001568864098243053,I
RIMR,0.007561951432170252,0.0009593608368433011,0.0005006809986571689,0.15714285714285714,0.0207516598616753,0.07857142857142857,0.07857142857142857,0.4455807200929152,0.09705661175766542,0.01744815324409782,1.8785912132347429,14.807583309452154,7.800966518098208,4.803337418632812e-07,3.7861253948560103e-06,7.2546400541352515e-06,0.0004586798381861322,0.007061270433513083,0.008521312269013552,0.00146004183550047,0.00806263243082742,0.0006579725733662056,0.001423670686573412,I
RIPL,0.003138635162127299,1.9565032967390036e-06,0.0010794843177717591,0.06428571428571428,0.0019078861795941487,0.05357142857142857,0.010714285714285714,0.3345935810221525,0.009306185820406631,0.0019175114765712545,0.0017958067544657215,2.880844736293694,262.5044366427202,2.112014626498501e-09,3.3881074367234416e-06,6.140750041963017e-09,-0.0010775278144750202,0.0020591508443555395,0.003140591665424038,0.001081440821068498,0.004218119479899058,3.905927324644104e-06,0.0010545010141379662,I
RIPR,0.00339899982096129,1.9565032967390036e-06,0.001963717877201288,0.060714285714285714,0.0016284335034057493,0.049999999999999996,0.010714285714285714,0.33055747027399623,0.008707237021426638,0.0016874561917847532,0.0009912780946754688,1.722130533559861,284.28042351548777,3.8420205006096376e-09,6.674676713025662e-06,6.650154355326047e-09,-0.001961761373904549,0.001435281943760002,0.003400956324258029,0.001965674380498027,0.005362717698162578,3.909111843474519e-06,0.0019167074030478981,I
